   t        Vt       phi      theta    psi      PN       H
0.100000	29.999998	0.000000	1.119050	0.000000	3.000000	500.000001
0.200000	29.999996	0.000000	1.119079	0.000000	6.000000	500.000002
0.300000	29.999994	0.000000	1.119105	0.000000	8.999999	500.000005
0.400000	29.999991	0.000000	1.119126	0.000000	11.999998	500.000009
0.500000	29.999988	0.000000	1.119149	0.000000	14.999997	500.000015
0.600000	29.999984	0.000000	1.119172	0.000000	17.999996	500.000021
0.705000	29.999980	0.000000	1.119195	0.000000	21.149994	500.000029
0.805000	29.999976	0.000000	1.119217	0.000000	24.149991	500.000038
0.905000	29.999971	0.000000	1.119238	0.000000	27.149989	500.000048
1.005000	29.999966	0.000000	1.119259	0.000000	30.149985	500.000059
1.105000	29.999961	0.000000	1.119279	0.000000	33.149982	500.000071
1.205000	29.999955	0.000000	1.119298	0.000000	36.149977	500.000084
1.305000	29.999950	0.000000	1.119317	0.000000	39.149973	500.000099
1.405000	29.999943	0.000000	1.119335	0.000000	42.149967	500.000114
1.510000	29.999937	0.000000	1.119354	0.000000	45.299961	500.000131
1.610000	29.999930	0.000000	1.119371	0.000000	48.299954	500.000148
1.710000	29.999923	0.000000	1.119387	0.000000	51.299947	500.000165
1.810000	29.999916	0.000000	1.119402	0.000000	54.299939	500.000184
1.910000	29.999909	0.000000	1.119416	0.000000	57.299930	500.000204
2.010000	29.999901	0.000000	1.119430	0.000000	60.299920	500.000224
2.115000	29.999893	0.000000	1.119444	0.000000	63.449909	500.000246
2.215000	29.999886	0.000000	1.119455	0.000000	66.449898	500.000267
2.315000	29.999878	0.000000	1.119467	0.000000	69.449886	500.000289
2.415000	29.999870	0.000000	1.119477	0.000000	72.449874	500.000312
2.515000	29.999862	0.000000	1.119486	0.000000	75.449860	500.000335
2.615000	29.999853	0.000000	1.119495	0.000000	78.449846	500.000359
2.715000	29.999845	0.000000	1.119502	0.000000	81.449831	500.000383
2.815000	29.999837	0.000000	1.119509	0.000000	84.449815	500.000407
2.920000	29.999828	0.000000	1.119515	0.000000	87.599797	500.000433
3.020000	29.999819	0.000000	1.119519	0.000000	90.599779	500.000458
3.120000	29.999811	0.000000	1.119523	0.000000	93.599761	500.000483
